source_group,clean_name,occurrences,sample_raw_name,suggested_category,suggested_country_code,suggested_country_name,suggested_logo_url,match_reason,match_score,matched_id,matched_name,matched_country,matched_country_name,matched_categories,matched_website,override_category,override_country_code,override_logo_url,override_tvg_id,override_matched_name,override_matched_country,override_website,notes
United Kingdom,AHLEBAIT TV,1,AHLEBAIT TV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,AHLULBAYT TV,1,AHLULBAYT TV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ALIBI,1,ALIBI .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ALJAZEERA NEWS,1,ALJAZEERA NEWS .s,Haber,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,AMC,1,AMC .s,Film,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ARIRANG TV,1,ARIRANG TV HD .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ATN,1,ATN .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,B4U PLUS,1,B4U PLUS .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BABY TV,1,BABY TV .s,Cocuk,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BABY TV UK,1,BABY TV UK .b,Cocuk,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC 3,1,BBC 3 .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC ALBA,1,BBC ALBA .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC ONE,1,BBC ONE .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC ONE E MID,1,BBC ONE E MID .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC ONE EAST E,1,BBC ONE EAST E .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC ONE EAST W,1,BBC ONE EAST W .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC ONE LONDON,1,BBC ONE LONDON .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC ONE SCOTHD,1,BBC ONE SCOTHD .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC ONE W MID,1,BBC ONE W MID .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC ONE WAL,1,BBC ONE WAL HD .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC ONE WALES,1,BBC ONE WALES .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC ONE WEST,1,BBC ONE WEST .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC ONE YK AND LI,1,BBC ONE YK&LI .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC RB 1,1,BBC RB 1 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC TWO ENG,1,BBC TWO ENG .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC TWO NORTHERN IRELAND,1,BBC TWO NORTHERN IRELAND .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC TWO SCOTLAND,1,BBC TWO (SCOTLAND) .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBC WORLD NEWS,1,BBC WORLD NEWS .s,Haber,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BBCSCOTLANDHD,1,BBCSCOTLANDHD .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BEIN SPORTS LA LIGA,1,BEIN SPORTS LA LIGA .b,Spor,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BFBS RADIO,1,BFBS RADIO .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BLOOMBERG,1,BLOOMBERG .s,Haber,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BOX HITS,1,BOX HITS .b,Muzik,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BOX NATION BACKUP,1,BOX NATION (BACKUP) .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BOX NATION BACKUP 2,1,BOX NATION (BACKUP 2) .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BRIT ASIA TV,1,BRIT ASIA TV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BT SPORT 1,1,BT SPORT 1 HD .b,Spor,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BT SPORT 1 BACKUP,1,BT SPORT 1 (BACKUP) .b,Spor,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,BT SPORT 2 BACKUP,1,BT SPORT 2 (BACKUP) .b,Spor,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,C4 L,1,C4 L .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,CBS ACTION,1,CBS ACTION .s,Film,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,CELEBRATION TV,1,CELEBRATION TV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,CHALLENGE,1,CHALLENGE .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,CHANNEL 4 PLUS 1,1,CHANNEL 4+1 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,CHANNEL 44,1,CHANNEL 44 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,CHANNEL 5 PLUS 1,1,CHANNEL 5+1 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,CHANNEL 7,1,CHANNEL 7 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,CHANNELS 24,1,CHANNELS 24 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,CHSTV,1,CHSTV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,CITV,1,CITV .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,CLUBLAND TV,1,CLUBLAND TV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,COLORS,1,COLORS .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,COLORS EUROPE,1,COLORS EUROPE .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,DEEN TV,1,DEEN TV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,DESI RADIO,1,DESI RADIO .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,DISCOVERY ID,1,DISCOVERY ID .b,Belgesel,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,DISCOVERY SHED,1,DISCOVERY SHED .b,Belgesel,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,DRAMA PLUS 1,1,DRAMA+1 .b,Film,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,DUCK TV,1,DUCK TV .b,Cocuk,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,DUNAMIS TV,1,DUNAMIS TV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,E!,1,E! .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,E4 EXTRA,1,E4 EXTRA .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,E4 PLUS 1,1,E4+1 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,EDEN,1,EDEN .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,EDGESPORT,1,EDGESPORT .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,EIR SPORT 1 BACKUP,1,EIR SPORT 1 (BACKUP) .b,Spor,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,EIR SPORT 2 BACKUP,1,EIR SPORT 2 (BACKUP) .b,Spor,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,EMAN CHANNEL,1,EMAN CHANNEL .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ETV1,1,ETV1 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,ETV5,1,ETV5 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,EURONEWS,1,EURONEWS .s,Haber,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,EWTN CATHOLIC,1,EWTN CATHOLIC .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,FAITH UK,1,FAITH UK .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,FC LIVERPOOL TV,1,FC LIVERPOOL TV .b,Ulusal,GB,United Kingdom,,iptv-org-fuzzy,0.890,TalkLiverpool.uk,TalkLiverpool,UK,United Kingdom,general,https://www.liverpoollocal.tv/,,,,,,,,
United Kingdom,FILM 4,1,FILM 4 .s,Film,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,FILM4,1,FILM4 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,FIVE,1,FIVE .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,FOODXP,1,FOODXP .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
